0;gf;gf;2000-03-02;rthn;752;fvwdfw;75234;45725755;sdfv@sc.dc;M;;;2018/10/24 - 02:16:38pm//
1;gf;gf;2000-03-02;rthn;752;fvwdfw;75234;45725755;sdfv@sc.dc;M;;;2018/10/24 - 02:16:41pm//
2;gf;gf;2000-03-02;rthn;752;fvwdfw;75234;45725755;sdfv@sc.dc;M;;;2018/10/24 - 02:16:44pm//
3;gf;gf;2000-03-02;rthn;752;fvwdfw;75234;45725755;sdfv@sc.dc;M;;;2018/10/24 - 02:16:45pm//
4;gf;gf;2000-03-02;rthn;752;fvwdfw;75234;45725755;sdfv@sc.dc;M;;;2018/10/24 - 02:16:48pm//
5;gf;gf;2000-03-02;rthn;752;fvwdfw;75234;45725755;sdfv@sc.dc;M;;;2018/10/24 - 02:16:49pm//
6;gf;gf;2000-03-02;rthn;752;fvwdfw;75234;45725755;sdfv@sc.dc;M;;;2018/10/24 - 02:16:54pm//
7;gf;gf;2000-03-02;rthn;752;fvwdfw;75234;45725755;sdfv@sc.dc;M;;;2018/10/24 - 02:16:56pm//
8;gf;gf;2000-03-02;rthn;752;fvwdfw;75234;45725755;sdfv@sc.dc;M;;;2018/10/24 - 02:16:58pm//
9;gf;gf;2000-03-02;rthn;752;fvwdfw;75234;45725755;sdfv@sc.dc;M;;;2018/10/24 - 02:16:59pm//
10;gf;gf;2000-03-02;rthn;752;fvwdfw;75234;45725755;sdfv@sc.dc;M;;;2018/10/26 - 02:17:18pm//
11;gf;gf;2000-03-02;rthn;752;fvwdfw;75234;45725755;sdfv@sc.dc;M;;;2018/10/26 - 02:17:23pm//
12;gf;gf;2000-03-02;rthn;752;fvwdfw;75234;45725755;sdfv@sc.dc;M;;;2018/10/26 - 02:17:31pm//
13;gf;gf;2000-03-02;rthn;752;fvwdfw;75234;45725755;sdfv@sc.dc;M;;;2018-10-24 - 02:20:13pm//
